부정,중립,긍정
-2.897163868,6.479841232,-3.019179106
-2.24121809,5.9340868,-3.046370268
0.296074301,1.356903076,-1.333403826
-3.181755543,6.831550121,-3.237038612
2.319219351,1.312472701,-3.967959642
-3.595944643,5.860939503,-1.563236475
-3.218666792,3.83424592,-0.104605623
-3.881934643,4.686033249,-0.104931936
-3.059216499,5.944809914,-2.157994032
-2.165826082,4.128186226,-1.548113942
-1.898125172,2.274202585,0.06415686
-0.146897361,0.493366092,0.336915344
-2.916358948,-3.248561621,6.615109444
5.86840868,-3.047495127,-3.206104994
-3.564091444,5.402112961,-1.173938513
-3.165213108,6.848082542,-3.277705908
-3.089857578,6.790562153,-3.196194887
-4.141427517,0.490644485,4.368047714
-3.471348763,5.13706255,-0.906973004
-3.204103947,6.847298145,-3.041656256
-0.668040216,5.073773384,-3.978789806
-1.19598484,0.962809443,0.432921857
-2.003228664,1.668686271,0.491840094
-3.198712349,6.601387978,-2.610392809
-1.659476042,-4.010369778,5.946249962
-3.434673071,1.284629941,2.55891037
-1.685246706,1.323660135,0.660215855
-2.492741108,3.039584875,-0.315625191
-3.610055923,-1.92676568,5.982639313
-3.48020649,3.880325556,0.164447293
-1.453631163,-1.240075588,3.182316065
-2.492741108,3.039584875,-0.315625191
-3.654323578,-2.709611416,6.522350311
-3.337880135,-2.571432352,5.930517673
-2.779644489,-0.667050064,3.625600576
-3.539583683,-2.700335741,6.560198784
-3.066029072,5.979736328,-2.070545435
-3.610055923,-1.92676568,5.982639313
-3.48020649,3.880325556,0.164447293
-1.453631163,-1.240075588,3.182316065
-3.361710548,-2.816852808,6.570586205
-2.887666702,-0.575408876,3.509787321
-3.539583683,-2.700335741,6.560198784
-3.46651125,-2.834856987,6.506705284
-3.066029072,5.979736328,-2.070545435
-3.610055923,-1.92676568,5.982639313
-3.564315081,-2.819913149,6.575796604
-3.48020649,3.880325556,0.164447293
-1.453631163,-1.240075588,3.182316065
-3.361710548,-2.816852808,6.570586205
2.314835548,-3.226121902,1.079836845
-3.564315081,-2.819913149,6.575796604
-3.233800411,6.425428391,-2.346549273
-3.48020649,3.880325556,0.164447293
-1.453631163,-1.240075588,3.182316065
-3.361710548,-2.816852808,6.570586205
2.314835548,-3.226121902,1.079836845
-2.428547621,1.584534645,0.947019875
-3.498608589,-2.326699018,6.053691864
-3.656099558,-2.14525342,6.031222343
-2.873635054,-2.998531103,6.018752098
-3.656099558,-2.14525342,6.031222343
-2.652174473,4.163546562,-1.129161596
-2.873635054,-2.998531103,6.018752098
-3.484617949,5.379234791,-1.06504333
-3.615211964,-2.622571468,6.561261654
-2.885955334,5.756875992,-2.08429575
-2.442086697,-1.133941054,3.730745554
-2.124218702,3.523787737,-1.197281003
-3.309690475,-2.704512358,6.444479942
-3.535469055,-2.558715582,6.380546093
-3.309690475,-2.704512358,6.444479942
-3.535469055,-2.558715582,6.380546093
-2.600710154,-0.482451022,3.606353521
-3.387367249,6.116596222,-2.080518484
-2.937590361,6.565087318,-2.900345087
-1.606425524,-0.097696736,1.521488428
-2.218569756,-2.491903543,4.985113621
-2.399383545,2.554106951,0.062840819
-1.437747836,5.619156361,-3.950878859
-3.805681229,-2.539232016,6.531371593
-1.437747836,5.619156361,-3.950878859
-3.805681229,-2.539232016,6.531371593
-3.028944969,-2.266222715,5.694579601
-1.199717522,-1.210921526,2.615782976
-3.510960102,-2.769185305,6.615911961
-3.332798481,6.818264008,-2.863175154
-2.188326359,1.921654344,0.966942132
-3.85065937,5.292411804,-0.869403541
-3.505396843,-0.308477312,4.373322487
0.122983411,3.817862034,-3.46531868
-3.505396843,-0.308477312,4.373322487
0.122983411,3.817862034,-3.46531868
-3.156006575,6.505795479,-2.557708263
-3.209998131,6.593018532,-2.790584326
-3.029496908,5.160629749,-1.402881384
-3.560181618,6.700763702,-2.476490259
-3.216336727,6.2927351,-2.467158556
0.832095265,3.66215992,-4.008724689
-2.888314724,6.30268383,-2.641209841
-0.23424466,-0.497267336,0.731774509
-3.094789028,5.764567375,-1.931242943
-3.054210663,3.950795412,-0.27986452
-2.888314724,6.30268383,-2.641209841
-0.23424466,-0.497267336,0.731774509
-3.340784073,3.461567163,0.655318677
-3.357526779,6.52872467,-2.477232218
-3.434211016,5.655918121,-1.482549787
-0.505372941,0.80942446,-0.12632452
1.844979882,1.78855598,-3.591695309
-2.796064615,2.869463682,0.041043866
-2.796064615,2.869463682,0.041043866
-3.332680941,-2.990882874,6.570652962
-3.202165842,3.951490641,-0.122291058
-3.415798664,6.83561945,-2.847901583
-3.856003761,-1.846965194,5.914380074
3.417984962,0.536075294,-4.041687012
-1.488320112,3.927262068,-2.184274435
-3.172290325,-2.073038101,6.009836197
-2.761969805,-2.746436357,5.960149765
-2.73223877,-1.882400513,4.637182236
-3.786081314,-2.437927961,6.60239315
-3.38853097,6.382789612,-2.250976324
-2.155602694,-3.781072855,6.242889404
-2.838190556,4.163157463,-0.896109641
-4.23735857,4.232933044,0.645059526
-3.208024502,6.638476372,-2.718713522
-2.936665773,5.639771461,-1.948270321
-3.340354443,5.861049652,-1.898659825
-3.211776018,6.044147491,-2.083190441
-2.309897423,6.420769215,-3.723857164
-0.761235237,2.492255926,-1.321757078
-3.518584013,5.02907753,-0.856664956
-3.770172834,2.727818251,1.740308881
2.426508188,0.18074204,-2.439782858
-1.485956192,4.623638153,-2.677533388
-2.740185738,-3.281051874,6.41374588
-1.814307213,5.260954857,-3.077035427
-3.221821547,6.814031601,-3.019391537
-3.509687424,3.805611372,0.21390076
0.530333042,0.367467672,-0.884971142
-3.625662804,4.728803635,-0.467299134
-1.974593639,1.725359201,0.795252144
-3.681883335,3.714476347,0.619526446
-3.925951958,0.90038681,3.720325708
-3.350532055,-2.844566584,6.580890179
-2.897163868,6.479841232,-3.019179106
-2.650758266,4.615911484,-1.447574615
-3.321077347,4.175815105,-0.180236146
-2.22010541,3.53303504,-0.979255736
-2.24121809,5.9340868,-3.046370268
-2.24121809,5.9340868,-3.046370268
-3.630009413,5.294377327,-1.134670138
0.296074301,1.356903076,-1.333403826
-3.181755543,6.831550121,-3.237038612
-3.396043062,6.83902359,-2.860235929
2.319219351,1.312472701,-3.967959642
-3.841553688,4.192405701,0.306246102
-3.595944643,5.860939503,-1.563236475
-3.218666792,3.83424592,-0.104605623
-3.881934643,4.686033249,-0.104931936
-3.376927376,6.700155258,-2.631185293
-3.72290659,-2.405408621,6.509770393
-3.059216499,5.944809914,-2.157994032
-2.165826082,4.128186226,-1.548113942
-3.732683182,2.679505825,1.546845794
-1.898125172,2.274202585,0.06415686
-0.146897361,0.493366092,0.336915344
-2.916358948,-3.248561621,6.615109444
5.86840868,-3.047495127,-3.206104994
-2.854059219,3.233880758,0.128148392
-3.289482594,6.714249611,-2.770024538
-3.564091444,5.402112961,-1.173938513
-3.165213108,6.848082542,-3.277705908
-3.089857578,6.790562153,-3.196194887
-4.141427517,0.490644485,4.368047714
-3.471348763,5.13706255,-0.906973004
-3.204103947,6.847298145,-3.041656256
-0.668040216,5.073773384,-3.978789806
-3.449124813,5.677449226,-1.37816
-2.191956997,2.705509424,-0.048502818
-3.816305637,1.050935984,3.071144342
-2.936042547,-2.959023476,6.394141197
-3.863019943,2.389321089,2.11617589
1.951277018,0.792281866,-2.810065031
-2.347882986,6.027431488,-3.07800293
-3.332731724,6.882691383,-3.087920904
-0.782460093,4.94079113,-3.811317205
-3.417167664,5.586876869,-1.323452473
-3.810277939,3.881397486,0.420032918
-3.192738295,2.363371372,1.422415495
-2.851649761,4.683342457,-1.243741989
-3.575837851,-2.717207193,6.654613018
-3.402369022,-1.531833887,5.431646347
-3.41920042,-2.808818102,6.573596001
-3.386905432,5.545288086,-1.362845898
4.044265747,-3.697472334,-0.347409576
-3.158280849,6.604063988,-2.8679533
-2.7471385,-0.600827873,3.524208307
-2.051454067,2.555311918,-0.370762199
-3.509038925,-2.758455038,6.498318672
1.05203414,2.446620464,-3.220989943
-3.29697299,-0.422619253,3.997940779
-3.66298151,-2.565029144,6.584274292
-3.567386866,-2.774677038,6.436717987
-1.655994654,0.457424551,1.243195534
-3.752934456,-2.58019948,6.587796688
-2.527404308,-3.391878843,6.289330482
-2.051229,2.569575787,-0.374763787
-3.381866217,-2.973831892,6.635602474
-3.433784723,-2.846188784,6.636638641
-3.604995489,-2.102632999,5.92784977
-3.031579018,-2.137573719,5.46167469
-3.619943142,-2.080046892,5.996077538
-1.460000992,4.273053169,-2.216927767
-3.778461456,-2.583775282,6.520957947
-1.877976298,0.900142789,1.001243114
-3.107214451,-0.937877536,4.265739918
-2.4815135,-2.459285498,5.093147755
-1.585751176,2.729967833,-0.978656471
-3.425607204,-2.81106019,6.647368431
-3.539452553,-1.91267705,5.666524887
-3.810581684,-2.528553963,6.539755821
-2.476145029,-2.417947054,5.159516811
-1.523075581,3.390754461,-1.462517738
-3.32764864,-1.166189432,4.765155792
-3.572184086,-2.624904394,6.522156239
-3.619943142,-2.080046892,5.996077538
-3.619943142,-2.080046892,5.996077538
-2.109555006,2.247328043,-0.005697711
-3.663935423,-2.533105612,6.410284042
-3.767681599,-2.579614401,6.604913712
-3.407958984,-2.479386806,5.974153519
-2.175922871,3.954691887,-1.308986664
-3.395871162,-2.917602777,6.554680347
-3.619943142,-2.080046892,5.996077538
-2.444448948,-0.0867799,2.643027544
-3.583125114,-2.783744812,6.570678711
-1.804060578,-2.465176821,4.538847923
-2.051229,2.569575787,-0.374763787
-3.482757568,-2.715272188,6.438986778
-2.003228664,1.668686271,0.491840094
-3.421180248,-2.856837511,6.53158617
-3.337880135,-2.571432352,5.930517673
-2.051454067,2.555311918,-0.370762199
-3.564315081,-2.819913149,6.575796604
-1.606425524,-0.097696736,1.521488428
-2.152356625,-2.977539301,5.371860504
-3.164886951,-2.894524336,6.382128716
-2.436541557,3.887628078,-1.270673037
-1.724682093,-0.88593924,2.648105621
-2.013615131,0.645367742,1.657634497
-1.63532865,1.758845091,0.146578565
-3.242179871,-3.096455812,6.618852615
-1.770325422,2.912162542,-0.796466529
-1.685246706,1.323660135,0.660215855
-3.539583683,-2.700335741,6.560198784
-3.5234797,-2.712964296,6.572061539
-1.650467396,0.901161373,0.91193229
-3.498608589,-2.326699018,6.053691864
-3.615211964,-2.622571468,6.561261654
-3.028944969,-2.266222715,5.694579601
-2.977064848,2.6310637,0.798827946
-3.156006575,6.505795479,-2.557708263
-2.7471385,-0.600827873,3.524208307
-2.051454067,2.555311918,-0.370762199
-3.509038925,-2.758455038,6.498318672
1.05203414,2.446620464,-3.220989943
-3.29697299,-0.422619253,3.997940779
-3.66298151,-2.565029144,6.584274292
-3.567386866,-2.774677038,6.436717987
-1.655994654,0.457424551,1.243195534
-3.752934456,-2.58019948,6.587796688
-2.527404308,-3.391878843,6.289330482
-2.051229,2.569575787,-0.374763787
-3.381866217,-2.973831892,6.635602474
-3.433784723,-2.846188784,6.636638641
-3.604995489,-2.102632999,5.92784977
-3.031579018,-2.137573719,5.46167469
-3.619943142,-2.080046892,5.996077538
-1.460000992,4.273053169,-2.216927767
-3.778461456,-2.583775282,6.520957947
-1.877976298,0.900142789,1.001243114
-3.107214451,-0.937877536,4.265739918
-2.4815135,-2.459285498,5.093147755
-1.585751176,2.729967833,-0.978656471
-3.425607204,-2.81106019,6.647368431
-3.539452553,-1.91267705,5.666524887
-3.810581684,-2.528553963,6.539755821
-2.476145029,-2.417947054,5.159516811
-1.523075581,3.390754461,-1.462517738
-3.32764864,-1.166189432,4.765155792
-3.572184086,-2.624904394,6.522156239
-3.619943142,-2.080046892,5.996077538
-3.619943142,-2.080046892,5.996077538
-2.109555006,2.247328043,-0.005697711
-3.663935423,-2.533105612,6.410284042
-3.767681599,-2.579614401,6.604913712
-3.407958984,-2.479386806,5.974153519
-2.175922871,3.954691887,-1.308986664
-3.395871162,-2.917602777,6.554680347
-3.619943142,-2.080046892,5.996077538
-2.444448948,-0.0867799,2.643027544
-3.583125114,-2.783744812,6.570678711
-1.804060578,-2.465176821,4.538847923
-2.051229,2.569575787,-0.374763787
-3.482757568,-2.715272188,6.438986778
-2.003228664,1.668686271,0.491840094
-3.421180248,-2.856837511,6.53158617
-3.337880135,-2.571432352,5.930517673
-2.051454067,2.555311918,-0.370762199
-3.564315081,-2.819913149,6.575796604
-1.606425524,-0.097696736,1.521488428
-2.152356625,-2.977539301,5.371860504
-3.164886951,-2.894524336,6.382128716
-2.436541557,3.887628078,-1.270673037
-1.724682093,-0.88593924,2.648105621
-2.013615131,0.645367742,1.657634497
-1.63532865,1.758845091,0.146578565
-3.242179871,-3.096455812,6.618852615
-1.770325422,2.912162542,-0.796466529
-1.685246706,1.323660135,0.660215855
-3.539583683,-2.700335741,6.560198784
-3.5234797,-2.712964296,6.572061539
-1.650467396,0.901161373,0.91193229
-3.498608589,-2.326699018,6.053691864
-3.615211964,-2.622571468,6.561261654
-3.028944969,-2.266222715,5.694579601
-2.977064848,2.6310637,0.798827946
-3.156006575,6.505795479,-2.557708263
-2.7471385,-0.600827873,3.524208307
-2.051454067,2.555311918,-0.370762199
-3.509038925,-2.758455038,6.498318672
1.05203414,2.446620464,-3.220989943
-3.29697299,-0.422619253,3.997940779
-3.66298151,-2.565029144,6.584274292
-3.567386866,-2.774677038,6.436717987
-1.655994654,0.457424551,1.243195534
-3.752934456,-2.58019948,6.587796688
-2.527404308,-3.391878843,6.289330482
-2.051229,2.569575787,-0.374763787
-3.381866217,-2.973831892,6.635602474
-3.433784723,-2.846188784,6.636638641
-3.604995489,-2.102632999,5.92784977
-3.031579018,-2.137573719,5.46167469
-3.619943142,-2.080046892,5.996077538
-1.460000992,4.273053169,-2.216927767
-3.778461456,-2.583775282,6.520957947
-1.877976298,0.900142789,1.001243114
-3.107214451,-0.937877536,4.265739918
-2.4815135,-2.459285498,5.093147755
-1.585751176,2.729967833,-0.978656471
-3.425607204,-2.81106019,6.647368431
-3.539452553,-1.91267705,5.666524887
-3.810581684,-2.528553963,6.539755821
-2.476145029,-2.417947054,5.159516811
-1.523075581,3.390754461,-1.462517738
-3.32764864,-1.166189432,4.765155792
-3.572184086,-2.624904394,6.522156239
-3.619943142,-2.080046892,5.996077538
-3.619943142,-2.080046892,5.996077538
-2.109555006,2.247328043,-0.005697711
-3.663935423,-2.533105612,6.410284042
-3.767681599,-2.579614401,6.604913712
-3.407958984,-2.479386806,5.974153519
-2.175922871,3.954691887,-1.308986664
-3.395871162,-2.917602777,6.554680347
-3.619943142,-2.080046892,5.996077538
-2.444448948,-0.0867799,2.643027544
-3.583125114,-2.783744812,6.570678711
-1.804060578,-2.465176821,4.538847923
-2.051229,2.569575787,-0.374763787
-3.482757568,-2.715272188,6.438986778
-2.003228664,1.668686271,0.491840094
-3.421180248,-2.856837511,6.53158617
-3.337880135,-2.571432352,5.930517673
-2.051454067,2.555311918,-0.370762199
-3.564315081,-2.819913149,6.575796604
-1.606425524,-0.097696736,1.521488428
-2.152356625,-2.977539301,5.371860504
-2.428547621,1.584534645,0.947019875
-2.652174473,4.163546562,-1.129161596
-2.673484802,3.550830841,-0.352809757
-3.029496908,5.160629749,-1.402881384
-2.742305517,4.87573576,-1.698984861
-3.094789028,5.764567375,-1.931242943
-3.0470047,5.25983429,-1.586722136
-3.434673071,1.284629941,2.55891037
-3.805681229,-2.539232016,6.531371593
-3.576430321,6.58772707,-2.392319202
-2.907143593,6.717760563,-3.134569645
-3.054210663,3.950795412,-0.27986452
-3.560181618,6.700763702,-2.476490259
-1.945199728,2.858707428,-0.666647196
-3.525546789,-2.744097948,6.49625206
-2.476224899,4.253317833,-1.294615507
-1.849248886,-0.263327062,2.402620554
-0.490754664,1.196716905,-0.568716228
-2.092325449,3.383452177,-0.934752643
-3.362411499,-2.967821836,6.528917313
-2.154839516,2.711675882,-0.450800627
-3.00270462,4.736297607,-1.264193535
-2.322009087,2.680856466,-0.209153444
-2.513295174,3.42109561,-0.639621079
-3.528364658,-2.840341806,6.570962906
-2.116621494,2.068025589,0.197878644
-1.19598484,0.962809443,0.432921857
-2.100697994,2.272058249,0.046821795
-2.815955162,-1.370402813,4.2045784
-3.48429966,-2.67782712,6.528686523
-1.868124723,2.27314496,-0.234423742
-2.513295174,3.42109561,-0.639621079
-2.326325417,1.59224999,0.753052175
-1.868124723,2.27314496,-0.234423742
-3.288026333,-2.249871016,5.537799835
-3.421564341,-2.068632364,5.841281891
-3.597659588,-2.6469841,6.612872601
-3.858915091,-2.489578724,6.444104195
-0.165588945,1.765335441,-1.532942533
-2.154839516,2.711675882,-0.450800627
-2.275226116,2.561445475,0.002652222
-0.20742856,-2.03628397,2.206023216
-3.456779242,-2.868152142,6.575800419
-2.109555006,2.247328043,-0.005697711
-2.834209919,1.275206566,1.757661819
-3.338717461,-2.810794115,6.339129448
-2.40591526,2.428590059,0.249780402
-2.140240669,3.03791976,-0.615151107
-3.337880135,-2.571432352,5.930517673
-3.584028959,-2.786898851,6.551060677
-1.962132573,3.660119772,-1.338385224
-1.19598484,0.962809443,0.432921857
-2.513295174,3.42109561,-0.639621079
-3.654323578,-2.709611416,6.522350311
-2.025512457,4.792137623,-2.186574221
-2.513295174,3.42109561,-0.639621079
-2.887666702,-0.575408876,3.509787321
-3.664681196,-2.73913765,6.562901974
-2.513295174,3.42109561,-0.639621079
-2.124218702,3.523787737,-1.197281003
-3.876917362,-2.49797368,6.549647331
-2.399383545,2.554106951,0.062840819
-1.945199728,2.858707428,-0.666647196
-3.525546789,-2.744097948,6.49625206
-2.476224899,4.253317833,-1.294615507
-1.849248886,-0.263327062,2.402620554
-0.490754664,1.196716905,-0.568716228
-2.092325449,3.383452177,-0.934752643
-3.362411499,-2.967821836,6.528917313
-2.154839516,2.711675882,-0.450800627
-3.00270462,4.736297607,-1.264193535
-2.322009087,2.680856466,-0.209153444
-2.513295174,3.42109561,-0.639621079
-3.528364658,-2.840341806,6.570962906
-2.116621494,2.068025589,0.197878644
-1.19598484,0.962809443,0.432921857
-2.100697994,2.272058249,0.046821795
-2.815955162,-1.370402813,4.2045784
-3.48429966,-2.67782712,6.528686523
-1.868124723,2.27314496,-0.234423742
-2.513295174,3.42109561,-0.639621079
-2.326325417,1.59224999,0.753052175
-1.868124723,2.27314496,-0.234423742
-3.288026333,-2.249871016,5.537799835
-3.421564341,-2.068632364,5.841281891
-3.597659588,-2.6469841,6.612872601
-3.858915091,-2.489578724,6.444104195
-0.165588945,1.765335441,-1.532942533
-2.154839516,2.711675882,-0.450800627
-2.275226116,2.561445475,0.002652222
-0.20742856,-2.03628397,2.206023216
-3.456779242,-2.868152142,6.575800419
-2.109555006,2.247328043,-0.005697711
-2.834209919,1.275206566,1.757661819
-3.338717461,-2.810794115,6.339129448
-2.40591526,2.428590059,0.249780402
-2.140240669,3.03791976,-0.615151107
-3.337880135,-2.571432352,5.930517673
-3.584028959,-2.786898851,6.551060677
-1.962132573,3.660119772,-1.338385224
-1.19598484,0.962809443,0.432921857
-2.513295174,3.42109561,-0.639621079
-3.654323578,-2.709611416,6.522350311
-2.025512457,4.792137623,-2.186574221
-2.513295174,3.42109561,-0.639621079
-2.887666702,-0.575408876,3.509787321
-3.664681196,-2.73913765,6.562901974
-2.513295174,3.42109561,-0.639621079
-2.124218702,3.523787737,-1.197281003
-3.876917362,-2.49797368,6.549647331
-2.399383545,2.554106951,0.062840819
-1.945199728,2.858707428,-0.666647196
-3.525546789,-2.744097948,6.49625206
-2.476224899,4.253317833,-1.294615507
-1.849248886,-0.263327062,2.402620554
-0.490754664,1.196716905,-0.568716228
-2.092325449,3.383452177,-0.934752643
-3.362411499,-2.967821836,6.528917313
-2.154839516,2.711675882,-0.450800627
-3.00270462,4.736297607,-1.264193535
-2.322009087,2.680856466,-0.209153444
-2.513295174,3.42109561,-0.639621079
-3.528364658,-2.840341806,6.570962906
-2.116621494,2.068025589,0.197878644
-1.19598484,0.962809443,0.432921857
-2.100697994,2.272058249,0.046821795
-2.815955162,-1.370402813,4.2045784
-3.48429966,-2.67782712,6.528686523
-1.868124723,2.27314496,-0.234423742
-2.513295174,3.42109561,-0.639621079
-2.326325417,1.59224999,0.753052175
-1.868124723,2.27314496,-0.234423742
-3.288026333,-2.249871016,5.537799835
-3.421564341,-2.068632364,5.841281891
-3.597659588,-2.6469841,6.612872601
-3.858915091,-2.489578724,6.444104195
-0.165588945,1.765335441,-1.532942533
-2.154839516,2.711675882,-0.450800627
-2.275226116,2.561445475,0.002652222
-0.20742856,-2.03628397,2.206023216
-3.456779242,-2.868152142,6.575800419
-2.109555006,2.247328043,-0.005697711
-2.834209919,1.275206566,1.757661819
-3.338717461,-2.810794115,6.339129448
-2.40591526,2.428590059,0.249780402
-2.140240669,3.03791976,-0.615151107
-3.337880135,-2.571432352,5.930517673
-3.584028959,-2.786898851,6.551060677
-1.962132573,3.660119772,-1.338385224
-1.19598484,0.962809443,0.432921857
-2.513295174,3.42109561,-0.639621079
-3.654323578,-2.709611416,6.522350311
-2.025512457,4.792137623,-2.186574221
-2.513295174,3.42109561,-0.639621079
-2.887666702,-0.575408876,3.509787321
-3.664681196,-2.73913765,6.562901974
-2.513295174,3.42109561,-0.639621079
-2.124218702,3.523787737,-1.197281003
-3.876917362,-2.49797368,6.549647331
-2.399383545,2.554106951,0.062840819
-2.428547621,1.584534645,0.947019875
-2.652174473,4.163546562,-1.129161596
-2.673484802,3.550830841,-0.352809757
-3.029496908,5.160629749,-1.402881384
-2.742305517,4.87573576,-1.698984861
-3.094789028,5.764567375,-1.931242943
-3.0470047,5.25983429,-1.586722136
-1.945199728,2.858707428,-0.666647196
-3.525546789,-2.744097948,6.49625206
-2.476224899,4.253317833,-1.294615507
-1.849248886,-0.263327062,2.402620554
-0.490754664,1.196716905,-0.568716228
-2.092325449,3.383452177,-0.934752643
-3.362411499,-2.967821836,6.528917313
-2.154839516,2.711675882,-0.450800627
-3.00270462,4.736297607,-1.264193535
-2.322009087,2.680856466,-0.209153444
-2.513295174,3.42109561,-0.639621079
-3.528364658,-2.840341806,6.570962906
-2.116621494,2.068025589,0.197878644
-1.19598484,0.962809443,0.432921857
-2.100697994,2.272058249,0.046821795
-2.815955162,-1.370402813,4.2045784
-3.48429966,-2.67782712,6.528686523
-1.868124723,2.27314496,-0.234423742
-2.513295174,3.42109561,-0.639621079
-2.326325417,1.59224999,0.753052175
-1.868124723,2.27314496,-0.234423742
-3.288026333,-2.249871016,5.537799835
-3.421564341,-2.068632364,5.841281891
-3.597659588,-2.6469841,6.612872601
-3.858915091,-2.489578724,6.444104195
-0.165588945,1.765335441,-1.532942533
-2.154839516,2.711675882,-0.450800627
-2.275226116,2.561445475,0.002652222
-0.20742856,-2.03628397,2.206023216
-3.456779242,-2.868152142,6.575800419
-2.109555006,2.247328043,-0.005697711
-2.834209919,1.275206566,1.757661819
-3.338717461,-2.810794115,6.339129448
-2.40591526,2.428590059,0.249780402
-2.140240669,3.03791976,-0.615151107
-3.337880135,-2.571432352,5.930517673
-3.584028959,-2.786898851,6.551060677
-1.962132573,3.660119772,-1.338385224
-1.19598484,0.962809443,0.432921857
-2.513295174,3.42109561,-0.639621079
-3.654323578,-2.709611416,6.522350311
-2.025512457,4.792137623,-2.186574221
-2.513295174,3.42109561,-0.639621079
-2.887666702,-0.575408876,3.509787321
-3.664681196,-2.73913765,6.562901974
-2.513295174,3.42109561,-0.639621079
-2.124218702,3.523787737,-1.197281003
-3.876917362,-2.49797368,6.549647331
-2.399383545,2.554106951,0.062840819
-3.129714966,1.008185744,2.150681734
-2.97465682,1.73422718,1.703084707
-2.705299616,-3.49721694,6.449364662
-3.105163097,-2.497343302,5.820725441
-3.543874264,2.861764193,1.390448809
-0.125800565,0.605508924,-0.288481385
-3.308076859,-2.969988346,6.486134529
-2.886103153,-3.07427001,6.379907131
-3.290388107,1.65088892,2.197156191
-3.395462036,-2.824151516,6.439570904
-3.290388107,1.65088892,2.197156191
-3.395462036,-2.824151516,6.439570904
-3.01635623,-1.458360076,4.73981905
0.813410819,3.013629913,-3.604917049
-1.263140678,-1.469113588,3.12516427
-2.338593245,3.328624964,-0.689539433
3.659055948,-0.073656,-3.856737137
2.075546265,-4.397843361,2.423043013
-2.890170813,-2.124733925,5.642059803
-3.675333261,-2.575887442,6.636305809
-3.448238373,6.666246414,-2.701448679
-2.944912434,5.434244156,-1.926972747
-3.109025955,6.332809448,-2.647429705
-2.538392067,5.880031586,-2.650304556
-2.313510418,2.183594465,0.722239792
-3.049466133,-1.238882661,4.712380409
-3.048758984,2.974841833,0.797152162
-2.7790308,-1.058298707,4.718515396
-3.400033474,6.818090439,-2.884103537
-0.678972185,-3.01017642,3.875879526
-2.638869286,2.217502832,0.988772571
